Repo,commit_message,time,churn,insertions,deletions,files_changed
csc216-002-P3-006,b'Fixed remaining copmilation error',1480024916,1,2,3,1
csc216-002-P3-006,b'Fixed additional compilation errors in GUI ',1480019679,4,12,39,4
csc216-002-P3-006,b'Removed private variables for default methods ',1480017309,2,27,27,2
csc216-002-P3-006,b'Fixed compilation errors related to Observer implementation',1480016556,2,9,14,2
csc216-002-P3-006,b'Added remaining methods to ToDoList ',1480012242,1,0,48,1
csc216-002-P3-006,b'skeleton should be done except for good javadoc comments and observable\ndesign pattern stff',1479505989,1,1,273,1
csc216-002-P3-006,b'skeleton work need to add task edit pane javadoxc isnt good but its\nthere\n',1479496841,3,0,159,3
csc216-002-P3-006,b'skeleton ~90% finished',1479495221,13,0,2320,13
csc216-002-P3-006,b'more work on skelton',1479492481,3,0,564,3
csc216-002-P3-006,b'initial skeleton work',1479486113,7,0,326,7
csc216-002-P3-006,b'Initial commit',1470766109,0,0,0,0
csc216-002-P3-007,b'Added BBTP to project_docs',1480721867,1,0,0,1
csc216-002-P3-007,b'Edited GUI look to better follow use cases',1480719896,3,4,3,3
csc216-002-P3-007,b'Edited features for the GUI',1480718415,1,8,10,1
csc216-002-P3-007,b'Generated Javadoc and reported results of BBTs\n',1480710150,92,0,20982,92
csc216-002-P3-007,b'Fixed TaskEditPane check box. GUI now fully operational. Added test file\n\nto load into GUI. TODO: edit visibility of certain fields',1480702049,2,10,15,2
csc216-002-P3-007,b'fixed pmd',1480670743,1,1,3,1
csc216-002-P3-007,b'fixed pmd',1480670490,1,1,1,1
csc216-002-P3-007,b'testing gui. saving progress',1480669817,1,4,7,1
csc216-002-P3-007,b'Fixed findbug',1480662483,1,1,4,1
csc216-002-P3-007,b'Fixed test case and checkstyle/pmd',1480662001,2,2,2,2
csc216-002-P3-007,b'Added to GUI and edited functionality',1480661862,2,13,26,2
csc216-002-P3-007,b'Added the date spinners to the gui',1480642688,1,6,61,1
csc216-002-P3-007,b'Fixed runtime errors. GUI now opens',1480621671,3,6,18,3
csc216-002-P3-007,b'Attempting to fix checkstyle/pmd issues\n',1480617039,4,14,16,4
csc216-002-P3-007,b'Attempting to fix failing tests\n',1480615313,10,44,88,10
csc216-002-P3-007,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007\n""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007\n""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007\n""",1480604249,5,36,149,5
csc216-002-P3-007,b'Added more to TaskEditPane.java',1480579856,1,17,54,1
csc216-002-P3-007,b'Added more functionality to TaskEditPane. Need to finish get and set',1480574033,3,9,33,3
csc216-002-P3-007,b'Completed TaskListPane.java in the GUI. TODO: Sort TaskList by due date',1480569484,2,6,42,2
csc216-002-P3-007,b'Completed TaskTableModel.java and edited TaskEditPane.java',1480568834,2,7,23,2
csc216-002-P3-007,b'Fixing merge conflict\n',1480604244,2,6,22,2
csc216-002-P3-007,b'Fixing issue with classcastexception\n',1480602952,3,8,11,3
csc216-002-P3-007,b'Fixing issue with observers not being notified after adding a task in tasklist\n',1480544742,1,1,2,1
csc216-002-P3-007,b'Attempting to fix classcastexception error\n',1480544299,1,3,4,1
csc216-002-P3-007,b'Fixed a couple of tests and fixed some javadoc to further explain methods and fix checkstyle/pmd issues\n',1480543767,10,64,116,10
csc216-002-P3-007,b'Attempted to fix several Teaching Staff test cases\n',1480541465,7,7,50,7
csc216-002-P3-007,b'Attempted to fix several Teaching Staff test cases\n',1480540713,9,9,32,9
csc216-002-P3-007,b'Fixed bugs in ToDoList regarding its constructor and getTaskList method\n',1480539861,3,5,5,3
csc216-002-P3-007,b'Trying to find issue in importing util.ArrayList\n',1480533171,2,0,2,2
csc216-002-P3-007,b'Trying to find issue in importing util.ArrayList\n',1480532929,2,4,0,2
csc216-002-P3-007,b'Tested ToDoList and fixed bugs in it\n',1480532445,11,18,34,11
csc216-002-P3-007,b'Added Observable implementation and added tests for ToDoList\n',1480530697,6,13,78,6
csc216-002-P3-007,b'Tested TaskList and fixed bugs in LinkedList\n',1480528316,4,9,53,4
csc216-002-P3-007,b'added implementation for ToDoList TaskList fixed some issues in TaskList and Task and added some tests in TaskList\n',1480523878,3,43,126,3
csc216-002-P3-007,b'Tested Task and fixed bugs in it\n',1480519713,3,9,49,3
csc216-002-P3-007,b'Tested CategoryList and fixed some bugs in it\n',1480517651,2,13,80,2
csc216-002-P3-007,b'Fixed failing tests in Category\n',1480515381,2,21,21,2
csc216-002-P3-007,b'Fixed parameter order in Category',1480483014,1,1,1,1
csc216-002-P3-007,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""",1480482938,3,23,101,3
csc216-002-P3-007,b'Tested Category and fixed some issues regarding Exception throwing in Category\n',1480473166,3,23,101,3
csc216-002-P3-007,b'Updated LinkeList implementation and test. TODO: fix remove function',1480482903,2,84,127,2
csc216-002-P3-007,b'Fixed issues in ArrayList\n',1480471252,2,8,151,2
csc216-002-P3-007,b'Tested ArrayList\n',1480470590,1,5,147,1
csc216-002-P3-007,b'Added functionality to CategoryList. Need to finish update method',1480449995,1,18,31,1
csc216-002-P3-007,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""",1480449952,3,7,32,3
csc216-002-P3-007,b'Added some implementation for the Observer design pattern in Task/TaskList TODO implement update()\n',1480449182,3,7,32,3
csc216-002-P3-007,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""",1480446737,1,9,31,1
csc216-002-P3-007,b'Added implementation for TaskList\n',1480446660,1,9,31,1
csc216-002-P3-007,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-007.git""",1480444429,2,18,35,2
csc216-002-P3-007,b'Added implemenation for Task and some for TaskList\n',1480444395,2,18,35,2
csc216-002-P3-007,b'Edited code for Category to catch null and empty paramaeters',1480444417,1,29,21,1
csc216-002-P3-007,b'Added implementation for ArrayList and some for LinkedList (TODO Implement LinkedList RECURSIVELY)\n',1480443651,4,113,406,4
csc216-002-P3-007,b'Added functionality to Category class',1480396481,1,11,45,1
csc216-002-P3-007,b'Added some implementation for Task\n',1480356670,1,8,11,1
csc216-002-P3-007,b'updated test classes',1480113512,7,14,14,7
csc216-002-P3-007,b'Fixed last checkstyle error',1480113002,1,1,1,1
csc216-002-P3-007,b'Added more test classes fixed checkstyle and fixed findbugs',1480112738,11,5,153,11
csc216-002-P3-007,b'Fixing javadoc and pmd errors',1480111400,9,32,31,9
csc216-002-P3-007,"bUpdated TaskEditPane.java and put in partner's code for Category classes""""""""Updated TaskEditPane.java and put in partner's code for Category classes""""Updated TaskEditPane.java and put in partner's code for Category classes""",1480110463,3,72,204,3
csc216-002-P3-007,b'Completed a lot of Javadoc except TaskEditPane.java',1480108168,11,45,795,11
csc216-002-P3-007,b'Attempting to fix issues in skeleton\n',1479481099,5,14,17,5
csc216-002-P3-007,b'Fixed some issues within the skeleton\n',1479473886,5,7,6,5
csc216-002-P3-007,b'Added skeleton and basic implementation for ToDoList\n',1479473329,5,4,64,5
csc216-002-P3-007,b'Added skeleton code to the model and util packages as well as implemented some of their methods\n',1479472423,9,5,475,9
csc216-002-P3-007,"bCreated Skeleton Code for GUI package also implemented some of the more basic methods' functionality\n""""""""Created Skeleton Code for GUI package also implemented some of the more basic methods' functionality\n""""Created Skeleton Code for GUI package also implemented some of the more basic methods' functionality\n""",1479469360,4,3,227,4
csc216-002-P3-007,b'Created initial files\n',1479467039,27,0,1986,27
csc216-002-P3-007,b'Initial commit',1470766110,0,0,0,0
csc216-002-P3-008,b'Wrote update',1480727260,1,2,6,1
csc216-002-P3-008,b'wrote setTaskStart setTaskDue and setTaskCompleted',1480726388,1,2,15,1
csc216-002-P3-008,b'Fixed javadoc',1480723804,1,0,19,1
csc216-002-P3-008,b'fixed javadoc',1480723624,4,0,112,4
csc216-002-P3-008,b'Fixed some javadoc',1480722823,6,1,79,6
csc216-002-P3-008,b'Fixed some javadoc',1480722372,11,8,19,11
csc216-002-P3-008,b'wrote tests for equals and hashcode for Task',1480721780,1,0,23,1
csc216-002-P3-008,b'Fixed checktyle errors',1480721495,3,6,0,3
csc216-002-P3-008,b'Fixed equals and hashcode for task',1480721353,1,5,28,1
csc216-002-P3-008,b'Fixed whitespace',1480721060,4,5,5,4
csc216-002-P3-008,b'Fixed failing test case',1480720920,1,3,3,1
csc216-002-P3-008,b'tried something',1480720519,1,3,10,1
csc216-002-P3-008,b'Tried something',1480720372,1,9,2,1
csc216-002-P3-008,b'Previous push caused an extra failure. so I changed it back',1480719958,1,1,0,1
csc216-002-P3-008,b'Trying something',1480719858,1,0,1,1
csc216-002-P3-008,b'Notified observers when removing',1480719477,2,4,18,2
csc216-002-P3-008,b'Fixed failing test',1480719203,1,1,1,1
csc216-002-P3-008,b'Fixed remove categoryList',1480718895,2,5,9,2
csc216-002-P3-008,b'Trying something',1480718758,2,2,0,2
csc216-002-P3-008,b'Changed TaskList indexOf',1480718383,1,1,3,1
csc216-002-P3-008,b'Fixed TaskList index of',1480718250,2,3,5,2
csc216-002-P3-008,b'Fixed failing test',1480717092,1,1,1,1
csc216-002-P3-008,b'Think I fixed TaskList indexOf',1480716927,1,3,7,1
csc216-002-P3-008,b'Think I fixed index of for CategoryList failure',1480716812,1,5,8,1
csc216-002-P3-008,b'Trying something',1480716667,1,3,2,1
csc216-002-P3-008,b'Trying something',1480716523,1,0,2,1
csc216-002-P3-008,b'Didnt change failed ts case so I changed it back',1480716373,1,0,1,1
csc216-002-P3-008,b'Didnt fix failed test case so i changed it back to how it was',1480716335,1,12,4,1
csc216-002-P3-008,b'Trying something',1480716242,1,5,12,1
csc216-002-P3-008,b'Trying something',1480716019,1,0,1,1
csc216-002-P3-008,b'Took out duplicate code that I did not see and added',1480715849,2,5,4,2
csc216-002-P3-008,b'Think I fixed a failing test case',1480715634,2,1,3,2
csc216-002-P3-008,b'I think I fixed a failed test case',1480715341,1,0,1,1
csc216-002-P3-008,b'undid TaskList method',1480715208,1,1,0,1
csc216-002-P3-008,b'undoing what I did because it caused an extra failure',1480715163,1,4,0,1
csc216-002-P3-008,b'added observer',1480715011,1,0,1,1
csc216-002-P3-008,b'Added observer',1480714999,2,0,5,2
csc216-002-P3-008,b'Added observer in taskList methods',1480714856,1,0,2,1
csc216-002-P3-008,b'Attempted to fix observer/observable stuff',1480714738,1,16,16,1
csc216-002-P3-008,b'Added observers to TaskList',1480707765,1,0,6,1
csc216-002-P3-008,b'Coverage plz',1480707586,1,5,0,1
csc216-002-P3-008,b'Moddified add()',1480707384,2,6,9,2
csc216-002-P3-008,b'Attempted to resolve some TS cases',1480706642,4,21,12,4
csc216-002-P3-008,b'Attempted to resolve some non-observer related TS Cases',1480705059,4,5,14,4
csc216-002-P3-008,b'Edited Task.compareTo()',1480703433,1,4,1,1
csc216-002-P3-008,b'Attempted to resolve order in TaskList.java',1480703006,3,15,68,3
csc216-002-P3-008,b'Last commit before 90 min nap',1480674129,2,4,1,2
csc216-002-P3-008,b'zzz',1480673720,1,5,2,1
csc216-002-P3-008,b'Omg this is starting to make me mad with this coverage crap',1480673278,1,2,1,1
csc216-002-P3-008,b'One more solution to failing test cases',1480673120,1,1,1,1
csc216-002-P3-008,"bIsn't coverage wonderful folks?""""""""Isn't coverage wonderful folks?""""Isn't coverage wonderful folks?""",1480672751,1,1,1,1
csc216-002-P3-008,"b'String"".equals(null) is NOT correct!'""""'""String"".equals(null) is NOT correct""""""String"".equals(null) is NOT correc""""String"".equals(null) is NOT correc""""tring"".equals(null) is NOT """"ring"".equals(null) is""""ing"".equals(null""""ng"".equals(n""""g"".equals"""""".equal"""".equal""",1480672574,7,8,25,7
csc216-002-P3-008,b'How many TS cases do we pass now?',1480671826,3,3,5,3
csc216-002-P3-008,b'First crack at passing TS cases',1480671358,7,8,15,7
csc216-002-P3-008,b'I better see those *lovely* TS Cases',1480670489,1,5,7,1
csc216-002-P3-008,"bHopefully coverage won't be an issue anymore. >:(""""""""Hopefully coverage won't be an issue anymore. >:(""""Hopefully coverage won't be an issue anymore. >:(""",1480670246,3,4,28,3
csc216-002-P3-008,b'Edited test case',1480669515,2,9,3,2
csc216-002-P3-008,b'What the hell happened to our coverage?',1480669036,2,2,1,2
csc216-002-P3-008,b'Hashcode leave me alone?',1480668671,1,14,36,1
csc216-002-P3-008,b'Fixed hashcode for Category.java',1480668462,1,1,5,1
csc216-002-P3-008,b'Added more tests for coverage',1480667676,3,1,5,3
csc216-002-P3-008,b'Implemented LinkedListTest.java and made critical changes to\nLinkedList.java',1480667218,2,16,140,2
csc216-002-P3-008,b'Implemented ArrayListTest.java no revisions necessary to ArrayList.java',1480663409,1,2,123,1
csc216-002-P3-008,b'Implemented TaskListTest.java and made necessary revisions to\nLinkedList.java and TaskList.java',1480662073,3,5,112,3
csc216-002-P3-008,b'Implemented unimplemented methods in LinkedList.java with recursion',1480659823,1,27,68,1
csc216-002-P3-008,b'fixed failing test case',1480657434,1,1,1,1
csc216-002-P3-008,b'Revised LinkedList.add()',1480657308,1,14,15,1
csc216-002-P3-008,b'Implemented constructor for Node',1480657100,1,34,36,1
csc216-002-P3-008,b'Revised compareTo() method and wrote test case',1480656311,2,4,10,2
csc216-002-P3-008,b'Now testing update method',1480655731,1,5,5,1
csc216-002-P3-008,b'Fixed the obnoxious logout button in GUI <3',1480655375,1,0,5,1
csc216-002-P3-008,b'Implemented update methods',1480655176,3,5,17,3
csc216-002-P3-008,b'Updated set methods to call the setChanged() methods and to notify\nobservers',1480654769,3,3,27,3
csc216-002-P3-008,b'Implemented ToDoListTest.java and made revisions to code in\nToDoList.java',1480654332,3,6,95,3
csc216-002-P3-008,b'Made Task constructor public for compiler',1480652008,1,1,1,1
csc216-002-P3-008,b'Made Category constructor public',1480651934,1,1,1,1
csc216-002-P3-008,b'Implemented isChanged',1480651740,1,1,1,1
csc216-002-P3-008,b'Wrote a little more in TaskEditPane',1480626756,1,2,7,1
csc216-002-P3-008,b'Fixed an error with the GUI',1480625876,1,1,1,1
csc216-002-P3-008,b'Wrote TaskListPane TaskTableModel and some of TaskEditPane',1480625784,3,50,212,3
csc216-002-P3-008,b'Wrote CategoryListTest CategoryTest and TaskTest',1480618252,12,15,290,12
csc216-002-P3-008,b'Wrote ToDoList except for isChanged and update',1480549727,3,8,46,3
csc216-002-P3-008,b'Completed almost all of TaskList except for update method',1480545588,2,9,42,2
csc216-002-P3-008,b'Wrote CategoryList and category(except for update)',1480285050,4,27,166,4
csc216-002-P3-008,b'Wrote most of the javadoc and started working on category task \n\ncategoryList and taskList',1480198010,7,55,544,7
csc216-002-P3-008,b'Wrote the skeleton for project 3 but not the test cases.',1479498692,26,0,2975,26
csc216-002-P3-008,b'Initial commit',1470766111,0,0,0,0
csc216-002-P3-009,b'java doc TaskTableModel',1480706996,2,19,29,2
csc216-002-P3-009,b'Java doc TaskListPane',1480706340,2,14,20,2
csc216-002-P3-009,b'more java doc',1480705840,2,2,2,2
csc216-002-P3-009,b'Java doc Category',1480705681,3,10,25,3
csc216-002-P3-009,b'java doc Task list',1480705038,2,23,43,2
csc216-002-P3-009,b'Java doc Task',1480704390,1,16,38,1
csc216-002-P3-009,b'Java doc TaskEditPane',1480701903,1,47,72,1
csc216-002-P3-009,b'Java doc Category List',1480698896,2,16,34,2
csc216-002-P3-009,b'Java doc',1480697999,2,16,53,2
csc216-002-P3-009,b'Fixed another checkout exception',1480696832,1,0,1,1
csc216-002-P3-009,"bMerge branch 'master' of\nhttps://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-009.git\n\nConflicts:\n\tProject3/test/edu/ncsu/csc216/todolist/model/CategoryListTest.java\n""""""""Merge branch 'master' of\nhttps://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-009.git\n\nConflicts:\n\tProject3/test/edu/ncsu/csc216/todolist/model/CategoryListTest.java\n""""Merge branch 'master' of\nhttps://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-009.git\n\nConflicts:\n\tProject3/test/edu/ncsu/csc216/todolist/model/CategoryListTest.java\n""",1480696660,6,57,165,6
csc216-002-P3-009,b'Code Coverage above threshold ',1480646377,4,51,157,4
csc216-002-P3-009,b'Fixing checkout exception ',1480688900,5,5,16,5
csc216-002-P3-009,b'Numerous Test cases added',1480638803,9,140,617,9
csc216-002-P3-009,b'added tests',1480627663,7,0,800,7
csc216-002-P3-009,b'refactored method name',1480627224,1,1,1,1
csc216-002-P3-009,b'Update propogation',1480627029,4,14,60,4
csc216-002-P3-009,b'missing functionality added',1480623583,2,20,60,2
csc216-002-P3-009,b'Further implementation of missing methods',1480622462,3,102,111,3
csc216-002-P3-009,b'GUI now loads',1480618448,7,56,152,7
csc216-002-P3-009,b'Implemented methods in ToDoList',1480446312,1,35,122,1
csc216-002-P3-009,b'Extensions implementations and serialVersionUIDs made.',1480445648,9,19,60,9
csc216-002-P3-009,b'TaskEditPane TaskListPane TaskTableModel skeletons.',1479407821,3,0,498,3
csc216-002-P3-009,b'Created skeleton code for CategoryList TaskList.',1479312706,3,10,339,3
csc216-002-P3-009,b'Created most of the skeleton code.',1479236922,21,0,2769,21
csc216-002-P3-009,b'Initial commit',1470766113,0,0,0,0
csc216-002-P3-010,b'Javadoc html added',1480727672,94,0,21419,94
csc216-002-P3-010,b'ToDoList.update made to not check observables',1480727368,1,12,12,1
csc216-002-P3-010,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-010.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-010.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-010.git""",1480722854,3,27,78,3
csc216-002-P3-010,b'A lot if not all checkstyle errors fixed',1480719429,3,23,75,3
csc216-002-P3-010,b'PMD errors fixed',1480717752,3,4,3,3
csc216-002-P3-010,b'Added BBTP',1480722846,1,0,0,1
csc216-002-P3-010,b'updated gui',1480715002,1,23,23,1
csc216-002-P3-010,b'try to fix failing tests',1480712161,1,1,1,1
csc216-002-P3-010,b'try to fix failing tests',1480711997,1,0,1,1
csc216-002-P3-010,b'try to fix failing test',1480711442,1,0,2,1
csc216-002-P3-010,b'Trying to fix gui',1480648699,1,6,4,1
csc216-002-P3-010,b'updated gui',1480647543,1,8,18,1
csc216-002-P3-010,b'ToDoList.update() adjusted to check for multiple observable cases.',1480637722,1,1,8,1
csc216-002-P3-010,b'Why will update not work?',1480636772,1,5,5,1
csc216-002-P3-010,b'Set to mark as true',1480635417,1,2,2,1
csc216-002-P3-010,b'Testing',1480635318,1,5,5,1
csc216-002-P3-010,b'todolist update made to check if observable is equal to taskList or\ncategory',1480634909,1,1,1,1
csc216-002-P3-010,b'Intializes completed to false',1480634074,1,1,2,1
csc216-002-P3-010,b'Observer changed in TaskList',1480633519,1,6,11,1
csc216-002-P3-010,b'attempt to fix index problems in tasklist',1480632495,1,0,3,1
csc216-002-P3-010,b'attempt to fix update problems',1480629269,1,2,3,1
csc216-002-P3-010,b'attempt to fix ToDoList.removeTaskList()',1480628950,2,2,2,2
csc216-002-P3-010,b'attempt to fix ToDoList.removeTaskList()',1480628725,1,2,2,1
csc216-002-P3-010,b'Attmept to fix ToDoList.removeTaskList()',1480628608,3,3,3,3
csc216-002-P3-010,b'Attempt to fix ToDoList.removeTaskList()',1480628469,1,1,1,1
csc216-002-P3-010,b'Attempt to fix ToDoList.getTaskList(int)',1480628279,2,1,4,2
csc216-002-P3-010,b'attempt to fix ToDoList.getTaskList(int)',1480628060,1,1,1,1
csc216-002-P3-010,b'Revert to last push',1480627038,2,3,3,2
csc216-002-P3-010,b'attempt to fix TaskList.indexOf(String)',1480626925,2,3,3,2
csc216-002-P3-010,b'Made GUI visible by editing TaskEditPane TaskListPane and TaskTableMod',1480626447,4,36,170,4
csc216-002-P3-010,b'remove task methods changed',1480625993,1,12,13,1
csc216-002-P3-010,b'Tests made to reach coverage in ArrayList',1480624268,1,0,20,1
csc216-002-P3-010,b'Capacity made to double if reached',1480623639,1,1,1,1
csc216-002-P3-010,b'Capacity made to double if capacity if reached',1480623592,1,1,1,1
csc216-002-P3-010,b'ArrayList made to double if capacity is reached',1480623530,1,0,14,1
csc216-002-P3-010,"bI don't know what I did honestly""""""""I don't know what I did honestly""""I don't know what I did honestly""",1480623138,3,10,10,3
csc216-002-P3-010,b'stuff',1480622923,2,11,10,2
csc216-002-P3-010,b'obs.notiftyObservers() added in taskList and CategoryList ',1480622497,2,1,3,2
csc216-002-P3-010,b'ToDoList update changed to notify observers and set changed to true',1480622027,1,2,4,1
csc216-002-P3-010,b'setChanged() made to this.setChanged() in todolist update',1480621876,1,1,1,1
csc216-002-P3-010,b'head.value chnged to head in null check of indexOf',1480621640,1,1,1,1
csc216-002-P3-010,b'Small changes ',1480621423,2,4,4,2
csc216-002-P3-010,b'Did this fix IndexOf NPE?',1480620692,1,3,3,1
csc216-002-P3-010,b'Changed back I was wrong',1480619791,1,1,1,1
csc216-002-P3-010,b'getTaskList changed to throw error at idx > length instead of >= length',1480619638,1,1,1,1
csc216-002-P3-010,b'LinkedList indexOf changed to compare ',1480618464,1,2,5,1
csc216-002-P3-010,b'Notify(this) in TaskList',1480618095,1,1,1,1
csc216-002-P3-010,b'Remove Task/Category changed to notify observers',1480606725,2,2,17,2
csc216-002-P3-010,b'indexOf if statement logic adjusted',1480605917,2,2,2,2
csc216-002-P3-010,b'LinkedList indexOf adjusted to throw NullPointerException if element is\nnull',1480605655,2,2,5,2
csc216-002-P3-010,b'Checkstyle errors fixed in model package',1480605371,5,11,36,5
csc216-002-P3-010,b'Most checkstyle errors fixed for Task and TaskList',1480603476,4,10,47,4
csc216-002-P3-010,b'ToDoList checkstyle errors fixed',1480602659,2,6,19,2
csc216-002-P3-010,b'attempted to fix Checkstyle for util package',1480602331,4,15,35,4
csc216-002-P3-010,b'PMD errors aside from gui and serializable mistakes fixed',1480601291,3,3,0,3
csc216-002-P3-010,b'Most PMD errors fixed in util package',1480600949,3,17,10,3
csc216-002-P3-010,b'attempt 1 to fix tasklist test failures',1480581812,1,0,3,1
csc216-002-P3-010,b'attempt 4 to fix arraylist test failures',1480581604,1,2,2,1
csc216-002-P3-010,b'Attempt 2 to fix LinkedList test failures',1480581295,1,4,4,1
csc216-002-P3-010,b'Attempt 1 to fix LinkedList test failures',1480581114,1,1,7,1
csc216-002-P3-010,b'Attempt 3 to fix arraylist test failures',1480580807,1,1,1,1
csc216-002-P3-010,b'attempt 2 to fix arraylist test failures',1480579918,1,7,4,1
csc216-002-P3-010,b'Attempt 1 to fix arraylist test failures',1480577346,1,2,10,1
csc216-002-P3-010,b'Attempt 2 to fix Task test failures',1480576100,1,0,2,1
csc216-002-P3-010,b'Attempt 1 to fix Task test failures',1480575992,1,0,12,1
csc216-002-P3-010,b'Attempt 7 to fix category test failures',1480574827,1,2,2,1
csc216-002-P3-010,b'Attempt 6 to fix category test failures',1480574668,1,2,2,1
csc216-002-P3-010,b'Attempt 5 to fix category test failures',1480574327,1,2,4,1
csc216-002-P3-010,b'Attempt 4 to fix category test failures',1480573978,1,2,0,1
csc216-002-P3-010,b'Attempt 3 to fix category test failures',1480573583,1,2,2,1
csc216-002-P3-010,b'Attempt 2 to fix category test failures',1480573475,1,0,3,1
csc216-002-P3-010,b'Attempt 1 to fix Category test failures',1480573293,3,3,4,3
csc216-002-P3-010,b'achieved 80% coverage',1480571252,5,7,25,5
csc216-002-P3-010,b'added tests to todolist',1480567210,4,3,38,4
csc216-002-P3-010,b'Observable pattern added for CategoryList TaskList and ToDoList',1480538287,4,13,37,4
csc216-002-P3-010,b'began with taskeditpane. wrote test for tasklist. began for todolist',1480495535,5,33,164,5
csc216-002-P3-010,b'LinkedList finished and tested with passing tests',1480485952,2,59,168,2
csc216-002-P3-010,b'Some LinkedList changes. Add tests failing',1480481855,1,29,38,1
csc216-002-P3-010,b'tried to fix linkedlist.get method',1480465023,1,10,14,1
csc216-002-P3-010,b'updated linkedlist add(obj idx)',1480457980,1,13,12,1
csc216-002-P3-010,b'fixed failing tests in linkedlist',1480448864,1,7,13,1
csc216-002-P3-010,b'LinkedList add tests added.Failing',1480447098,2,2,2,2
csc216-002-P3-010,b'LinkedList add tests added',1480447033,2,2,85,2
csc216-002-P3-010,b'get() contains() and size() methods added to LinkedList class',1480393440,1,2,29,1
csc216-002-P3-010,b'Wrote todolist methods',1480391761,1,6,49,1
csc216-002-P3-010,b'Wrote some methods for LinkedList',1480376181,1,7,40,1
csc216-002-P3-010,b'tested CategoryList',1480353185,2,6,25,2
csc216-002-P3-010,b'TaskList implemented aside for update and Observable state pattern',1480352649,1,11,62,1
csc216-002-P3-010,b'Tested Category and Task. Wrote CategoryList',1480312724,4,23,181,4
csc216-002-P3-010,b'Task implemented but Observable state pattern not added. Not tested',1479695874,1,31,29,1
csc216-002-P3-010,b'Category implemented but does not have Observable feature added',1479694653,1,17,18,1
csc216-002-P3-010,b'ArrayList adjusted to use RESIZE',1479693547,1,1,2,1
csc216-002-P3-010,b'Task and Category added to extend Observable ',1479684376,2,2,4,2
csc216-002-P3-010,b'Nothing changed ',1479683244,1,4,4,1
csc216-002-P3-010,b'Linkedlist add(object) method implemented',1479671740,1,9,19,1
csc216-002-P3-010,b'LinkedList add methods added..poorly',1479603074,1,3,25,1
csc216-002-P3-010,b'ArrayList mainly implemented. Tested with 90% coverage and all tests\npassing',1479595099,2,7,234,2
csc216-002-P3-010,b'No changes need to see jenkins output',1479578907,2,6,7,2
csc216-002-P3-010,b'Classes changed to implement Serializable',1479358155,4,4,11,4
csc216-002-P3-010,b'TaskList fixed to implement Observer',1479357914,1,1,2,1
csc216-002-P3-010,b'Program compiling for first time',1479357621,2,3,3,2
csc216-002-P3-010,b'TaskEditPane skeleton added',1479357448,1,0,219,1
csc216-002-P3-010,b'TaskListPane and TaskTableModel skeletons added',1479336563,2,0,147,2
csc216-002-P3-010,b'Category and Task added. GUI package added but non provided classes are\nmissing.',1479151451,12,0,2209,12
csc216-002-P3-010,b'TaskList skeleton added',1479146105,2,1,158,2
csc216-002-P3-010,b'Added Test case classes',1479109524,5,6,84,5
csc216-002-P3-010,b'Tabular and CategoryList skeleton added',1479096181,4,3,175,4
csc216-002-P3-010,b'LinkedList skeleton added',1479091565,2,34,252,2
csc216-002-P3-010,b'ArrayList skeleton added and List interface added',1479070111,3,39,355,3
csc216-002-P3-010,b'ToDoList skeleton added',1479068699,1,0,140,1
csc216-002-P3-010,b'Project folder added',1479060885,4,0,35,4
csc216-002-P3-010,b'Initial commit',1470766114,0,0,0,0
